subID,group,day,time_point,thigmotaxis,median_velocity,path_length,search_area,n_stops,median_stop_duration,median_inter_stop_interval,time_in_homebase,hb_stop_distance,hb_close_stops,time2hb,n_home_bases
100,tg,1,4,384.111111111111,5.8073945441114,472.814580865606,0.186666666666667,27,6.88888888888886,11.1666666666667,248.111111111111,11.1999668519801,26,16.308,2
100,tg,1,7,543.222222222222,5.53900143043789,237.179367016578,0.154285714285714,24,8.55555555555554,15.1111111111111,224.333333333333,9.40033494737178,24,272.082,2
100,tg,2,4,525.444444444444,7.77441734117978,836.480059996904,0.333333333333333,23,6,10.2777777777778,183.777777777778,14.0576765841641,18,35.904,3
100,tg,2,7,544.777777777778,5.42661212493373,242.663386640922,0.133333333333333,30,5.77777777777779,8.66666666666666,316,13.5982903961875,26,171.227,1
100,tg,3,4,476.333333333333,7.34551982278326,695.178425210435,0.295238095238095,23,6.77777777777783,10.4444444444444,246.111111111111,19.9115425353174,15,206.143,2
100,tg,3,7,514.666666666667,9.42619625446273,1028.31971906441,0.419047619047619,19,8.55555555555554,13.6666666666667,215.444444444444,17.3172856119745,15,34.813,3
101,tg,1,12,568.444444444444,5.65830918810304,146.810963442948,0.0704761904761905,21,4.77777777777778,12,286.555555555556,11.6479424306836,21,100.644,2
101,tg,1,4,436.555555555556,8.05154791205774,1136.28786312451,0.445714285714286,23,2.77777777777777,10.7222222222222,338.333333333333,22.7563636746084,15,65.468,1
101,tg,1,7,510.444444444444,7.8541904134972,753.564527268587,0.285714285714286,13,6.55555555555556,14.5555555555556,425.777777777778,11.5651959468339,11,31.547,1
101,tg,2,12,361.777777777778,6.3372986033259,345.134932979262,0.139047619047619,21,12.3333333333333,17.5,354.777777777778,17.8060502297287,16,201.337,1
101,tg,2,4,483.222222222222,9.2621132965145,1956.62611098255,0.504761904761905,29,7.55555555555557,13.4444444444445,316,27.324017106242,13,68.712,3
101,tg,2,7,468,7.27094021744591,1084.77482114205,0.346666666666667,33,4.55555555555549,10.0555555555556,146.333333333333,31.3012163976085,12,355.325,2
101,tg,3,12,561.555555555556,4.74815561885442,163.57229379119,0.0895238095238095,20,7.38888888888889,16.1111111111111,165.777777777778,31.6871933522971,7,414.958,3
101,tg,3,4,551.111111111111,6.19369024396506,330.182891258341,0.131428571428571,23,13.3333333333333,15.1111111111111,241.111111111111,9.95359903647384,20,7.792,2
101,tg,3,7,564,4.77496100884203,123.471829995396,0.0723809523809524,19,5,11.1666666666667,359.555555555556,6.05077482301748,19,98.359,1
102,tg,1,12,546.666666666667,7.29388719447549,821.871257849969,0.31047619047619,27,9.44444444444446,12.2222222222222,165,34.6779265541282,9,290.167,6
102,tg,1,4,535.111111111111,7.72652742817492,728.408703810133,0.28,20,3.5,10.7777777777778,253.222222222222,17.9156595269629,15,0.405,3
102,tg,1,7,547.333333333333,9.25673227535858,914.771207563003,0.316190476190476,15,10.2222222222222,18.2777777777778,349.666666666667,10.4092234679209,13,17.875,1
102,tg,2,12,568.222222222222,6.76575838770318,739.709724599549,0.274285714285714,26,9.22222222222222,11.3333333333333,87.8888888888889,48.0814943406123,2,92.391,10
102,tg,2,4,490.444444444444,9.50104178812949,1742.46260457559,0.531428571428571,29,7,13.0555555555556,167.777777777778,28.3082367329557,15,27.279,2
